"","Age","Attrition","BusinessTravel","DailyRate","Department","DistanceFromHome","Education","EducationField","EnvironmentSatisfaction","Gender","HourlyRate","JobInvolvement","JobLevel","JobRole","JobSatisfaction","MaritalStatus","MonthlyIncome","MonthlyRate","NumCompaniesWorked","OverTime","PercentSalaryHike","PerformanceRating","RelationshipSatisfaction","StockOptionLevel","TotalWorkingYears","TrainingTimesLastYear","WorkLifeBalance","YearsAtCompany","YearsInCurrentRole","YearsSinceLastPromotion","YearsWithCurrManager"
"551",23,"No","Travel Rarely",650,"R&D",9,1,"Medical Sciences",2,"Male",37,3,1,"Laboratory Technician",1,"Married",2500,4344,1,"No",14,3,4,1,5,2,4,4,3,0,2
"552",39,"No","Travel Rarely",141,"HR",3,3,"HR",3,"Female",44,4,2,"HR",2,"Married",6389,18767,9,"No",15,3,3,1,12,3,1,8,7,3,6
"553",56,"No","Travel Rarely",832,"R&D",9,3,"Medical Sciences",3,"Male",81,3,4,"Healthcare Representative",4,"Married",11103,20420,7,"No",11,3,3,0,30,1,2,10,7,1,1
"554",40,"No","Travel Rarely",804,"R&D",2,1,"Medical Sciences",4,"Female",86,2,1,"Research Scientist",4,"Single",2342,22929,0,"Yes",20,4,4,0,5,2,2,4,2,2,4
"555",27,"No","Travel Rarely",975,"R&D",3,3,"Medical Sciences",4,"Female",55,2,2,"Healthcare Representative",1,"Single",6811,23398,8,"No",19,3,1,0,9,2,1,7,6,0,7
"556",29,"No","Travel Rarely",1090,"Sales",10,3,"Marketing",4,"Male",83,3,1,"Sales Representative",2,"Divorced",2297,17967,1,"No",14,3,4,2,2,2,3,2,4,2,2
"557",53,"No","Travel Rarely",346,"R&D",6,3,"Life Sciences",4,"Male",86,3,2,"Laboratory Technician",4,"Single",2450,10919,2,"No",17,3,4,0,19,4,3,2,2,2,2
"558",35,"No","Non Travel",1225,"R&D",2,4,"Life Sciences",4,"Female",61,3,2,"Healthcare Representative",1,"Divorced",5093,4761,2,"No",11,3,1,1,16,2,4,1,0,0,0
"559",32,"No","Travel Frequently",430,"R&D",24,4,"Life Sciences",1,"Male",80,3,2,"Laboratory Technician",4,"Married",5309,21146,1,"No",15,3,4,2,10,2,3,10,8,4,7
"560",38,"No","Travel Rarely",268,"R&D",2,5,"Medical Sciences",4,"Male",92,3,1,"Research Scientist",3,"Married",3057,20471,6,"Yes",13,3,2,1,6,0,1,1,0,0,1
"561",34,"No","Travel Rarely",167,"R&D",8,5,"Life Sciences",2,"Female",32,3,2,"Manufacturing Director",1,"Divorced",5121,4187,3,"No",14,3,3,1,7,3,3,0,0,0,0
"562",52,"No","Travel Rarely",621,"Sales",3,4,"Marketing",3,"Male",31,2,4,"Manager",1,"Married",16856,10084,1,"No",11,3,1,0,34,3,4,34,6,1,16
"563",33,"Yes","Travel Rarely",527,"R&D",1,4,"Other",4,"Male",63,3,1,"Research Scientist",4,"Single",2686,5207,1,"Yes",13,3,3,0,10,2,2,10,9,7,8
"564",25,"No","Travel Rarely",883,"Sales",26,1,"Medical Sciences",3,"Female",32,3,2,"Sales Executive",4,"Single",6180,22807,1,"No",23,4,2,0,6,5,2,6,5,1,4
"565",45,"No","Travel Rarely",954,"Sales",2,2,"Technical",2,"Male",46,1,2,"Sales Representative",3,"Single",6632,12388,0,"No",13,3,1,0,9,3,3,8,7,3,1
"566",23,"No","Travel Rarely",310,"R&D",10,1,"Medical Sciences",1,"Male",79,4,1,"Research Scientist",3,"Single",3505,19630,1,"No",18,3,4,0,2,3,3,2,2,0,2
"567",47,"Yes","Travel Frequently",719,"Sales",27,2,"Life Sciences",2,"Male",77,4,2,"Sales Executive",3,"Single",6397,10339,4,"Yes",12,3,4,0,8,2,3,2,4,1,3
"568",34,"No","Travel Rarely",304,"Sales",2,3,"Other",4,"Male",60,3,2,"Sales Executive",4,"Single",6274,18686,1,"No",22,4,3,0,6,5,3,6,5,1,4
"569",55,"Yes","Travel Rarely",725,"R&D",2,3,"Medical Sciences",4,"Male",78,3,5,"Manager",1,"Divorced",19859,21199,5,"Yes",13,3,4,1,24,2,3,5,2,1,4
"570",36,"No","Non Travel",1434,"Sales",8,4,"Life Sciences",1,"Male",76,2,3,"Sales Executive",1,"Single",7587,14229,1,"No",15,3,2,0,10,1,3,10,7,0,9
"572",26,"No","Travel Frequently",575,"R&D",1,2,"Life Sciences",1,"Female",71,1,1,"Laboratory Technician",4,"Divorced",4364,5288,3,"No",14,3,1,1,8,2,3,2,2,2,0
"573",29,"No","Travel Rarely",657,"R&D",4,3,"Medical Sciences",2,"Female",66,3,2,"Healthcare Representative",3,"Married",4335,25549,4,"No",12,3,1,1,11,3,2,8,7,1,1
"574",26,"Yes","Travel Rarely",1146,"Sales",8,3,"Technical",4,"Male",38,2,2,"Sales Executive",1,"Single",5326,3064,6,"Yes",17,3,3,0,6,2,2,4,3,1,2
"575",34,"No","Travel Rarely",182,"R&D",1,4,"Life Sciences",2,"Female",72,4,1,"Research Scientist",4,"Single",3280,13551,2,"No",16,3,3,0,10,2,3,4,2,1,3
"576",54,"No","Travel Rarely",376,"R&D",19,4,"Medical Sciences",4,"Female",95,3,2,"Manufacturing Director",1,"Divorced",5485,22670,9,"Yes",11,3,2,2,9,4,3,5,3,1,4
"577",27,"No","Travel Frequently",829,"Sales",8,1,"Marketing",4,"Male",84,3,2,"Sales Executive",4,"Married",4342,24008,0,"No",19,3,2,1,5,3,3,4,2,1,1
"578",37,"No","Travel Rarely",571,"R&D",10,1,"Life Sciences",4,"Female",82,3,1,"Laboratory Technician",1,"Divorced",2782,19905,0,"Yes",13,3,2,2,6,3,2,5,3,4,3
"579",35,"No","Travel Frequently",240,"R&D",2,4,"Life Sciences",1,"Female",75,4,2,"Manufacturing Director",1,"Single",5980,26085,6,"Yes",12,3,4,0,17,2,3,15,7,4,12
"580",34,"No","Travel Rarely",121,"R&D",2,4,"Medical Sciences",3,"Female",86,2,1,"Research Scientist",1,"Single",4381,7530,1,"No",11,3,3,0,6,3,3,6,5,1,3
"581",35,"No","Travel Rarely",384,"Sales",8,4,"Life Sciences",1,"Female",72,3,1,"Sales Representative",4,"Married",2572,20317,1,"No",16,3,2,1,3,1,2,3,2,0,2
"582",30,"No","Travel Rarely",921,"R&D",1,3,"Life Sciences",4,"Male",38,1,1,"Laboratory Technician",3,"Married",3833,24375,3,"No",21,4,3,2,7,2,3,2,2,0,2
"583",40,"No","Travel Frequently",791,"R&D",2,2,"Medical Sciences",3,"Female",38,4,2,"Healthcare Representative",2,"Married",4244,9931,1,"No",24,4,4,1,8,2,3,8,7,3,7
"584",34,"No","Travel Rarely",1111,"Sales",8,2,"Life Sciences",3,"Female",93,3,2,"Sales Executive",1,"Married",6500,13305,5,"No",17,3,2,1,6,1,3,3,2,1,2
"585",42,"No","Travel Frequently",570,"R&D",8,3,"Life Sciences",2,"Male",66,3,5,"Manager",4,"Divorced",18430,16225,1,"No",13,3,2,1,24,4,2,21,7,14,9
"586",23,"Yes","Travel Rarely",1243,"R&D",6,3,"Life Sciences",3,"Male",63,4,1,"Laboratory Technician",1,"Married",1601,3445,1,"Yes",21,4,3,3,1,2,3,0,0,0,0
"587",24,"No","Non Travel",1092,"R&D",9,3,"Life Sciences",3,"Male",60,2,1,"Laboratory Technician",2,"Divorced",2694,26551,1,"No",11,3,3,3,1,4,3,1,0,0,0
"588",52,"No","Travel Rarely",1325,"R&D",11,4,"Life Sciences",4,"Female",82,3,2,"Laboratory Technician",3,"Married",3149,21821,8,"No",20,4,2,1,9,3,3,5,2,1,4
"589",50,"No","Travel Rarely",691,"R&D",2,3,"Medical Sciences",3,"Male",64,3,4,"Research Director",3,"Married",17639,6881,5,"No",16,3,4,0,30,3,3,4,3,0,3
"590",29,"Yes","Travel Rarely",805,"R&D",1,2,"Life Sciences",2,"Female",36,2,1,"Laboratory Technician",1,"Married",2319,6689,1,"Yes",11,3,4,1,1,1,3,1,0,0,0
"591",33,"No","Travel Rarely",213,"R&D",7,3,"Medical Sciences",3,"Male",49,3,3,"Research Director",3,"Married",11691,25995,0,"No",11,3,4,0,14,3,4,13,9,3,7
"592",33,"Yes","Travel Rarely",118,"Sales",16,3,"Marketing",1,"Female",69,3,2,"Sales Executive",1,"Single",5324,26507,5,"No",15,3,3,0,6,3,3,3,2,0,2
"593",47,"No","Travel Rarely",202,"R&D",2,2,"Other",3,"Female",33,3,4,"Manager",4,"Married",16752,12982,1,"Yes",11,3,3,1,26,3,2,26,14,3,0
"594",36,"No","Travel Rarely",676,"R&D",1,3,"Other",3,"Female",35,3,2,"Manufacturing Director",2,"Married",5228,23361,0,"No",15,3,1,1,10,2,3,9,7,0,5
"595",29,"No","Travel Rarely",1252,"R&D",23,2,"Medical Sciences",3,"Male",81,4,1,"Research Scientist",3,"Married",2700,26176,1,"No",24,4,3,1,10,3,3,10,7,0,8
"596",58,"Yes","Travel Rarely",286,"R&D",2,4,"Life Sciences",4,"Male",31,3,5,"Research Director",2,"Single",19246,25761,7,"Yes",12,3,4,0,40,2,3,31,15,13,8
"597",35,"No","Travel Rarely",1258,"R&D",1,4,"Life Sciences",4,"Female",40,4,1,"Research Scientist",3,"Single",2506,13301,3,"No",13,3,3,0,7,0,3,2,2,2,2
"598",42,"No","Travel Rarely",932,"R&D",1,2,"Life Sciences",4,"Female",84,2,2,"Manufacturing Director",4,"Married",6062,4051,9,"Yes",13,3,4,1,8,4,3,4,3,0,2
"600",39,"No","Travel Rarely",1041,"HR",13,3,"HR",3,"Male",36,3,1,"HR",2,"Married",2143,25527,4,"No",13,3,2,1,8,2,3,5,2,0,4
"602",40,"No","Travel Frequently",720,"R&D",16,4,"Medical Sciences",1,"Male",51,2,2,"Laboratory Technician",3,"Single",5094,11983,6,"No",14,3,4,0,10,6,3,1,0,0,0
"603",30,"No","Travel Rarely",946,"R&D",2,3,"Medical Sciences",3,"Female",52,2,2,"Manufacturing Director",4,"Single",6877,20234,5,"Yes",24,4,2,0,12,4,2,0,0,0,0
"604",45,"No","Travel Rarely",252,"R&D",2,3,"Life Sciences",2,"Female",95,2,1,"Research Scientist",3,"Single",2274,6153,1,"No",14,3,4,0,1,3,4,1,0,0,0
"605",42,"No","Travel Rarely",933,"R&D",29,3,"Life Sciences",2,"Male",98,3,2,"Manufacturing Director",2,"Married",4434,11806,1,"No",13,3,4,1,10,3,2,9,8,7,8
"606",38,"No","Travel Frequently",471,"R&D",12,3,"Life Sciences",1,"Male",45,2,2,"Healthcare Representative",1,"Divorced",6288,4284,2,"No",15,3,3,1,13,3,2,4,3,1,2
"607",34,"No","Travel Frequently",702,"R&D",16,4,"Life Sciences",3,"Female",100,2,1,"Research Scientist",4,"Single",2553,8306,1,"No",16,3,3,0,6,3,3,5,2,1,3
"608",49,"Yes","Travel Rarely",1184,"Sales",11,3,"Marketing",3,"Female",43,3,3,"Sales Executive",4,"Married",7654,5860,1,"No",18,3,1,2,9,3,4,9,8,7,7
"609",55,"Yes","Travel Rarely",436,"Sales",2,1,"Medical Sciences",3,"Male",37,3,2,"Sales Executive",4,"Single",5160,18787,4,"No",16,3,3,0,12,3,2,9,7,7,3
"610",43,"No","Travel Rarely",589,"R&D",14,2,"Life Sciences",2,"Male",94,3,4,"Research Director",1,"Married",17159,5200,6,"No",24,4,3,1,22,3,3,4,1,1,0
"611",27,"No","Travel Rarely",269,"R&D",5,1,"Technical",3,"Female",42,2,3,"Research Director",4,"Divorced",12808,8842,1,"Yes",16,3,2,1,9,3,3,9,8,0,8
"612",35,"No","Travel Rarely",950,"R&D",7,3,"Other",3,"Male",59,3,3,"Manufacturing Director",2,"Single",10221,18869,3,"No",21,4,2,0,17,3,3,8,5,1,6
"613",28,"No","Travel Rarely",760,"Sales",2,4,"Marketing",2,"Female",81,3,2,"Sales Executive",2,"Married",4779,3698,1,"Yes",20,4,1,0,8,2,3,8,7,7,5
"615",26,"Yes","Travel Frequently",887,"R&D",5,2,"Medical Sciences",3,"Female",88,2,1,"Research Scientist",3,"Married",2366,20898,1,"Yes",14,3,1,1,8,2,3,8,7,1,7
"616",27,"No","Non Travel",443,"R&D",3,3,"Medical Sciences",4,"Male",50,3,1,"Research Scientist",4,"Married",1706,16571,1,"No",11,3,3,3,0,6,2,0,0,0,0
"617",51,"No","Travel Rarely",1318,"Sales",26,4,"Marketing",1,"Female",66,3,4,"Manager",3,"Married",16307,5594,2,"No",14,3,3,1,29,2,2,7,6,4,17
"618",44,"No","Travel Rarely",625,"R&D",4,3,"Medical Sciences",4,"Male",50,3,2,"Healthcare Representative",2,"Single",5933,5197,9,"No",12,3,4,0,10,2,2,5,2,2,3
"619",25,"No","Travel Rarely",180,"R&D",2,1,"Medical Sciences",4,"Male",65,4,1,"Research Scientist",1,"Single",3424,21632,7,"No",13,3,3,0,6,3,2,1,3,0,1
"620",33,"No","Travel Rarely",586,"Sales",1,3,"Medical Sciences",1,"Male",48,4,2,"Sales Executive",1,"Divorced",4037,21816,1,"No",22,4,1,1,9,5,3,9,8,0,8
"621",35,"No","Travel Rarely",1343,"R&D",27,1,"Medical Sciences",3,"Female",53,2,1,"Research Scientist",1,"Single",2559,17852,1,"No",11,3,4,0,6,3,2,6,5,1,1
"622",36,"No","Travel Rarely",928,"Sales",1,2,"Life Sciences",2,"Male",56,3,2,"Sales Executive",4,"Married",6201,2823,1,"Yes",14,3,4,1,18,1,2,18,14,4,11
"623",32,"No","Travel Rarely",117,"Sales",13,4,"Life Sciences",2,"Male",73,3,2,"Sales Executive",4,"Divorced",4403,9250,2,"No",11,3,3,1,8,3,2,5,2,0,3
"624",30,"No","Travel Frequently",1012,"R&D",5,4,"Life Sciences",2,"Male",75,2,1,"Research Scientist",4,"Divorced",3761,2373,9,"No",12,3,2,1,10,3,2,5,4,0,3
"625",53,"No","Travel Rarely",661,"Sales",7,2,"Marketing",1,"Female",78,2,3,"Sales Executive",4,"Married",10934,20715,0,"Yes",18,3,4,1,35,3,3,5,2,0,4
"626",45,"No","Travel Rarely",930,"Sales",9,3,"Marketing",4,"Male",74,3,3,"Sales Executive",1,"Divorced",10761,17235,4,"Yes",12,3,3,1,18,2,3,4,4,0,2
"627",32,"No","Travel Rarely",638,"R&D",8,2,"Medical Sciences",3,"Female",91,4,2,"Research Scientist",3,"Married",5175,22162,5,"No",12,3,3,1,9,3,2,5,3,1,3
"628",52,"No","Travel Frequently",890,"R&D",25,4,"Medical Sciences",3,"Female",81,2,4,"Manufacturing Director",4,"Married",13826,26707,3,"No",22,4,3,0,31,3,3,9,8,0,0
"629",37,"No","Travel Rarely",342,"Sales",16,4,"Marketing",4,"Male",66,2,2,"Sales Executive",3,"Divorced",6334,24558,4,"No",19,3,4,2,9,2,3,1,0,0,0
"630",28,"No","Travel Rarely",1169,"HR",8,2,"Medical Sciences",2,"Male",63,2,1,"HR",4,"Divorced",4936,23965,1,"No",13,3,4,1,6,6,3,5,1,0,4
"631",22,"No","Travel Rarely",1230,"R&D",1,2,"Life Sciences",4,"Male",33,2,2,"Manufacturing Director",4,"Married",4775,19146,6,"No",22,4,1,2,4,2,1,2,2,2,2
"632",44,"No","Travel Rarely",986,"R&D",8,4,"Life Sciences",1,"Male",62,4,1,"Laboratory Technician",4,"Married",2818,5044,2,"Yes",24,4,3,1,10,2,2,3,2,0,2
"633",42,"No","Travel Frequently",1271,"R&D",2,1,"Medical Sciences",2,"Male",35,3,1,"Research Scientist",4,"Single",2515,9068,5,"Yes",14,3,4,0,8,2,3,2,1,2,2
"634",41,"No","Travel Rarely",1278,"HR",8,3,"Life Sciences",1,"Male",77,2,1,"HR",1,"Married",2342,8635,0,"No",21,4,3,0,6,3,3,5,4,0,3
"635",25,"No","Travel Rarely",141,"Sales",3,1,"Other",3,"Male",98,3,2,"Sales Executive",1,"Married",4194,14363,0,"Yes",18,3,4,0,5,3,3,5,3,0,3
"636",35,"No","Travel Rarely",607,"R&D",9,3,"Life Sciences",4,"Female",66,2,3,"Manufacturing Director",3,"Married",10685,23457,1,"Yes",20,4,2,1,17,2,3,17,14,5,15
"637",35,"Yes","Travel Frequently",130,"R&D",25,4,"Life Sciences",4,"Female",96,3,1,"Research Scientist",2,"Divorced",2022,16612,1,"Yes",19,3,1,1,10,3,2,10,2,7,8
"638",32,"No","Non Travel",300,"R&D",1,3,"Life Sciences",4,"Male",61,3,1,"Laboratory Technician",4,"Divorced",2314,9148,0,"No",12,3,2,1,4,2,3,3,0,0,2
"639",25,"No","Travel Rarely",583,"Sales",4,1,"Marketing",3,"Male",87,2,2,"Sales Executive",1,"Married",4256,18154,1,"No",12,3,1,0,5,1,4,5,2,0,3
"640",49,"No","Travel Rarely",1418,"R&D",1,3,"Technical",3,"Female",36,3,1,"Research Scientist",1,"Married",3580,23384,2,"No",16,3,2,1,7,2,3,4,2,0,2
"641",24,"No","Non Travel",1269,"R&D",4,1,"Life Sciences",1,"Male",46,2,1,"Laboratory Technician",4,"Married",3162,10778,0,"No",17,3,4,0,6,2,2,5,2,3,4
"642",32,"No","Travel Frequently",379,"Sales",5,2,"Life Sciences",2,"Male",48,3,2,"Sales Executive",2,"Married",6524,8891,1,"No",14,3,4,1,10,3,3,10,8,5,3
"643",38,"No","Travel Rarely",395,"Sales",9,3,"Marketing",2,"Male",98,2,1,"Sales Representative",2,"Married",2899,12102,0,"No",15,3,4,1,3,3,3,2,2,1,2
"644",42,"No","Travel Rarely",1265,"R&D",3,3,"Life Sciences",3,"Female",95,4,2,"Laboratory Technician",4,"Married",5231,23726,2,"Yes",13,3,2,1,17,1,2,5,3,1,3
"645",31,"No","Travel Rarely",1222,"R&D",11,4,"Life Sciences",4,"Male",48,3,1,"Research Scientist",4,"Married",2356,14871,3,"Yes",19,3,2,1,8,2,3,6,4,0,2
"646",29,"Yes","Travel Rarely",341,"Sales",2,3,"Medical Sciences",2,"Female",48,2,1,"Sales Representative",3,"Divorced",2800,23522,6,"Yes",19,3,3,3,5,3,3,3,2,0,2
"647",53,"No","Travel Rarely",868,"Sales",8,3,"Marketing",1,"Male",73,3,4,"Sales Executive",4,"Married",11836,22789,5,"No",14,3,3,1,28,3,3,2,0,2,2
"648",35,"No","Travel Rarely",672,"R&D",25,3,"Technical",4,"Male",78,2,3,"Manufacturing Director",2,"Married",10903,9129,3,"No",16,3,1,0,16,2,3,13,10,4,8
"649",37,"No","Travel Frequently",1231,"Sales",21,2,"Medical Sciences",3,"Female",54,3,1,"Sales Representative",4,"Married",2973,21222,5,"No",15,3,2,1,10,3,3,5,4,0,0
"650",53,"No","Travel Rarely",102,"R&D",23,4,"Life Sciences",4,"Female",72,3,4,"Research Director",4,"Single",14275,20206,6,"No",18,3,3,0,33,0,3,12,9,3,8
"651",43,"No","Travel Frequently",422,"R&D",1,3,"Life Sciences",4,"Female",33,3,2,"Healthcare Representative",4,"Married",5562,21782,4,"No",13,3,2,1,33,2,2,5,2,2,2
"652",47,"No","Travel Rarely",249,"Sales",2,2,"Marketing",3,"Female",35,3,2,"Sales Executive",4,"Married",4537,17783,0,"Yes",22,4,1,1,8,2,3,7,6,7,7
"653",37,"No","Non Travel",1252,"Sales",19,2,"Medical Sciences",1,"Male",32,3,3,"Sales Executive",2,"Single",7642,4814,1,"Yes",13,3,4,0,10,2,3,10,0,0,9
"654",50,"No","Non Travel",881,"R&D",2,4,"Life Sciences",1,"Male",98,3,4,"Manager",1,"Divorced",17924,4544,1,"No",15,3,4,1,31,3,3,31,6,14,7
"655",39,"No","Travel Rarely",1383,"HR",2,3,"Life Sciences",4,"Female",42,2,2,"HR",4,"Married",5204,7790,8,"No",11,3,3,2,13,2,3,5,4,0,4
"656",33,"No","Travel Rarely",1075,"HR",3,2,"HR",4,"Male",57,3,1,"HR",2,"Divorced",2277,22650,3,"Yes",11,3,3,1,7,4,4,4,3,0,3
"657",32,"Yes","Travel Rarely",374,"R&D",25,4,"Life Sciences",1,"Male",87,3,1,"Laboratory Technician",4,"Single",2795,18016,1,"Yes",24,4,3,0,1,2,1,1,0,0,1
"658",29,"No","Travel Rarely",1086,"R&D",7,1,"Medical Sciences",1,"Female",62,2,1,"Laboratory Technician",4,"Divorced",2532,6054,6,"No",19,3,3,3,8,5,3,4,3,0,3
"659",44,"No","Travel Rarely",661,"R&D",9,2,"Life Sciences",2,"Male",61,3,1,"Research Scientist",1,"Married",2559,7508,1,"Yes",13,3,4,0,8,0,3,8,7,7,1
"660",28,"No","Travel Rarely",821,"Sales",5,4,"Medical Sciences",1,"Male",98,3,2,"Sales Executive",4,"Single",4908,24252,1,"No",14,3,2,0,4,3,3,4,2,0,2
"661",58,"Yes","Travel Frequently",781,"R&D",2,1,"Life Sciences",4,"Male",57,2,1,"Laboratory Technician",4,"Divorced",2380,13384,9,"Yes",14,3,4,1,3,3,2,1,0,0,0
"662",43,"No","Travel Rarely",177,"R&D",8,3,"Life Sciences",1,"Female",55,3,2,"Manufacturing Director",2,"Divorced",4765,23814,4,"No",21,4,3,1,4,2,4,1,0,0,0
"663",20,"Yes","Travel Rarely",500,"Sales",2,3,"Medical Sciences",3,"Female",49,2,1,"Sales Representative",3,"Single",2610,22052,1,"Yes",13,3,4,0,2,3,2,2,2,0,2
"664",21,"Yes","Travel Rarely",1427,"R&D",18,1,"Other",4,"Female",65,3,1,"Research Scientist",4,"Single",2693,8870,1,"No",19,3,1,0,1,3,2,1,0,0,0
"665",36,"No","Travel Rarely",1425,"R&D",14,1,"Life Sciences",3,"Male",68,3,2,"Healthcare Representative",4,"Married",6586,4821,0,"Yes",17,3,1,1,17,2,2,16,8,4,11
"666",47,"No","Travel Rarely",1454,"Sales",2,4,"Life Sciences",4,"Female",65,2,1,"Sales Representative",4,"Single",3294,13137,1,"Yes",18,3,1,0,3,3,2,3,2,1,2
"667",22,"Yes","Travel Rarely",617,"R&D",3,1,"Life Sciences",2,"Female",34,3,2,"Manufacturing Director",3,"Married",4171,10022,0,"Yes",19,3,1,1,4,3,4,3,2,0,2
"668",41,"Yes","Travel Rarely",1085,"R&D",2,4,"Life Sciences",2,"Female",57,1,1,"Laboratory Technician",4,"Divorced",2778,17725,4,"Yes",13,3,3,1,10,1,2,7,7,1,0
"669",28,"No","Travel Rarely",995,"R&D",9,3,"Medical Sciences",3,"Female",77,3,1,"Research Scientist",3,"Divorced",2377,9834,5,"No",18,3,2,1,6,2,3,2,2,2,2
"670",39,"Yes","Travel Rarely",1122,"R&D",6,3,"Medical Sciences",4,"Male",70,3,1,"Laboratory Technician",1,"Married",2404,4303,7,"Yes",21,4,4,0,8,2,1,2,2,2,2
"671",27,"No","Travel Rarely",618,"R&D",4,3,"Life Sciences",2,"Female",76,3,1,"Research Scientist",3,"Single",2318,17808,1,"No",19,3,3,0,1,2,3,1,1,0,0
"672",34,"No","Travel Rarely",546,"R&D",10,3,"Life Sciences",2,"Male",83,3,1,"Laboratory Technician",2,"Divorced",2008,6896,1,"No",14,3,2,2,1,3,3,1,0,1,0
"673",42,"No","Travel Rarely",462,"Sales",14,2,"Medical Sciences",3,"Female",68,2,2,"Sales Executive",3,"Single",6244,7824,7,"No",17,3,1,0,10,6,3,5,4,0,3
"674",33,"No","Travel Rarely",1198,"R&D",1,4,"Other",3,"Male",100,2,1,"Research Scientist",1,"Single",2799,3339,3,"Yes",11,3,2,0,6,1,3,3,2,0,2
"675",58,"No","Travel Rarely",1272,"R&D",5,3,"Technical",3,"Female",37,2,3,"Healthcare Representative",2,"Divorced",10552,9255,2,"Yes",13,3,4,1,24,3,3,6,0,0,4
"676",31,"No","Travel Rarely",154,"Sales",7,4,"Life Sciences",2,"Male",41,2,1,"Sales Representative",3,"Married",2329,11737,3,"No",15,3,2,0,13,2,4,7,3,5,2
"677",35,"No","Travel Rarely",1137,"R&D",21,1,"Life Sciences",4,"Female",51,3,2,"Healthcare Representative",4,"Married",4014,19170,1,"Yes",25,4,4,1,10,2,1,10,6,0,7
"678",49,"No","Travel Rarely",527,"R&D",8,2,"Other",1,"Female",51,3,3,"Laboratory Technician",2,"Married",7403,22477,4,"No",11,3,3,1,29,3,2,26,9,1,7
"679",48,"No","Travel Rarely",1469,"R&D",20,4,"Medical Sciences",4,"Male",51,3,1,"Research Scientist",3,"Married",2259,5543,4,"No",17,3,1,2,13,2,2,0,0,0,0
"680",31,"No","Non Travel",1188,"Sales",20,2,"Marketing",4,"Female",45,3,2,"Sales Executive",3,"Married",6932,24406,1,"No",13,3,4,1,9,2,2,9,8,0,0
"681",36,"No","Travel Rarely",188,"R&D",7,4,"Other",2,"Male",65,3,1,"Research Scientist",4,"Single",4678,23293,2,"No",18,3,3,0,8,6,3,6,2,0,1
"682",38,"No","Travel Rarely",1333,"R&D",1,3,"Technical",4,"Female",80,3,3,"Research Director",1,"Married",13582,16292,1,"No",13,3,2,1,15,3,3,15,12,5,11
"683",32,"No","Non Travel",1184,"R&D",1,3,"Life Sciences",3,"Female",70,2,1,"Laboratory Technician",2,"Married",2332,3974,6,"No",20,4,3,0,5,3,3,3,0,0,2
"684",25,"Yes","Travel Rarely",867,"Sales",19,2,"Marketing",3,"Male",36,2,1,"Sales Representative",2,"Married",2413,18798,1,"Yes",18,3,3,3,1,2,3,1,0,0,0
"685",40,"No","Travel Rarely",658,"Sales",10,4,"Marketing",1,"Male",67,2,3,"Sales Executive",2,"Divorced",9705,20652,2,"No",12,3,2,1,11,2,2,1,0,0,0
"686",26,"No","Travel Frequently",1283,"Sales",1,3,"Medical Sciences",3,"Male",52,2,2,"Sales Executive",1,"Single",4294,11148,1,"No",12,3,2,0,7,2,3,7,7,0,7
"687",41,"No","Travel Frequently",263,"R&D",6,3,"Medical Sciences",4,"Male",59,3,1,"Laboratory Technician",1,"Single",4721,3119,2,"Yes",13,3,3,0,20,3,3,18,13,2,17
"689",19,"Yes","Travel Rarely",419,"Sales",21,3,"Other",4,"Male",37,2,1,"Sales Representative",2,"Single",2121,9947,1,"Yes",13,3,2,0,1,3,4,1,0,0,0
"690",20,"Yes","Travel Rarely",129,"R&D",4,3,"Technical",1,"Male",84,3,1,"Laboratory Technician",1,"Single",2973,13008,1,"No",19,3,2,0,1,2,3,1,0,0,0
"691",31,"No","Travel Rarely",616,"R&D",12,3,"Medical Sciences",4,"Female",30,3,2,"Healthcare Representative",4,"Married",5855,17369,0,"Yes",11,3,3,2,10,2,1,9,7,8,5
"692",40,"No","Travel Frequently",1469,"R&D",9,4,"Medical Sciences",4,"Male",35,3,1,"Research Scientist",2,"Divorced",3617,25063,8,"Yes",14,3,4,1,3,2,3,1,1,0,0
"693",32,"No","Travel Rarely",498,"R&D",3,4,"Medical Sciences",3,"Male",93,3,2,"Manufacturing Director",1,"Married",6725,13554,1,"No",12,3,3,1,8,2,4,8,7,6,3
"694",36,"Yes","Travel Rarely",530,"Sales",3,1,"Life Sciences",3,"Male",51,2,3,"Sales Executive",4,"Married",10325,5518,1,"Yes",11,3,1,1,16,6,3,16,7,3,7
"695",33,"No","Travel Rarely",1069,"R&D",1,3,"Life Sciences",2,"Female",42,2,2,"Healthcare Representative",4,"Single",6949,12291,0,"No",14,3,1,0,6,3,3,5,0,1,4
"696",37,"Yes","Travel Rarely",625,"Sales",1,4,"Life Sciences",1,"Male",46,2,3,"Sales Executive",3,"Married",10609,14922,5,"No",11,3,3,0,17,2,1,14,1,11,7
"697",45,"No","Non Travel",805,"R&D",4,2,"Life Sciences",3,"Male",57,3,2,"Laboratory Technician",2,"Married",4447,23163,1,"No",12,3,2,0,9,5,4,9,7,0,8
"698",29,"No","Travel Frequently",1404,"Sales",20,3,"Technical",3,"Female",84,3,1,"Sales Representative",4,"Married",2572,18203,1,"No",15,3,2,1,3,5,3,3,1,0,2
"699",35,"No","Travel Rarely",1219,"Sales",18,3,"Medical Sciences",3,"Female",86,3,2,"Sales Executive",3,"Married",4601,6179,1,"No",16,3,2,0,5,5,3,5,2,1,0
